Date,Inflation,Population,GDP,Imports,Exports,Agriculture,Industry,Services,USDPHP,Nominal GDP,Imports_PHPMN,Exports_PHPMN,TotalTrade,TotalTrade_PHPMN,NominalGDP_disagg,Pop_disagg,Revenues,Tax Revenues,BIR,BOC,Other Offices,Non-tax Revenues,BTr Income,Fees and Charges,CARP,Income from Malampaya,Privatization,Grants,Economic Support Fund,Other non-tax,Sale of Assets,Marcos Wealth,Expenditures,Allotment to LGUs,Interest Payments,Tax Expenditures,Subsidy,Equity,Net Lending,NG Disbursements,COVID-19,TRAIN,CREATE,FIST,BIR_COMM
1/1/86,,,,,,,,,,,,,,,,,6540,5993,4146,1791,56,547,111,431,0,0,0,5,0,0,0,0,9667,260,915,0,140,9,611,7732,0,0,0,0,0
2/1/86,,,,,,,,,,,,,,,,,3565,3156,2231,849,76,409,145,249,0,0,0,15,0,0,0,0,6781,171,1376,0,12,2,707,4513,0,0,0,0,0
3/1/86,,,,,,,,,,,,,,,,,5575,5293,3351,1805,137,282,149,133,0,0,0,0,0,0,0,0,9337,284,3753,0,19,452,1692,3137,0,0,0,0,1
4/1/86,,,,,,,,,,,,,,,,,8725,8163,6483,1578,102,562,84,468,0,0,0,10,0,0,0,0,7548,298,1781,0,0,0,2357,3112,0,0,0,0,0
5/1/86,,,,,,,,,,,,,,,,,5265,4828,3384,1333,111,437,33,395,0,0,0,9,0,0,0,0,6366,262,1307,0,9,200,1733,2855,0,0,0,0,0
6/1/86,,,,,,,,,,,,,,,,,8915,4343,2834,1402,107,4572,192,269,0,0,0,7,4104,0,0,0,9227,267,1292,0,0,3500,1481,2687,0,0,0,0,0
7/1/86,,,,,,,,,,,,,,,,,7375,6614,5050,1428,136,761,354,398,0,0,0,9,0,0,0,0,7744,226,1034,0,21,9,2891,3563,0,0,0,0,0
8/1/86,,,,,,,,,,,,,,,,,5268,4677,3207,1360,110,591,32,559,0,0,0,0,0,0,0,0,6665,375,1231,0,10,3500,-2225,3774,0,0,0,0,0
9/1/86,,,,,,,,,,,,,,,,,7376,4178,2697,1379,102,3198,186,962,0,0,0,4,2046,0,0,0,8084,312,1392,0,60,242,1905,4173,0,0,0,0,0
10/1/86,,,,,,,,,,,,,,,,,7687,7012,5322,1553,137,675,132,536,0,0,0,7,0,0,0,0,10520,316,1663,0,23,205,3093,5220,0,0,0,0,0
11/1/86,,,,,,,,,,,,,,,,,5610,5230,3918,1241,71,380,53,327,0,0,0,0,0,0,0,0,11116,223,1889,0,464,14,3216,5310,0,0,0,0,0
12/1/86,,,,,,,,,,,,,,,,,7344,6004,4181,1777,46,1340,491,454,0,0,0,133,0,262,0,0,17442,580,3979,0,962,4204,-2313,10030,0,0,0,0,0
1/1/87,,,,,,,,,,,,,,,,,8097,7310,5743,1467,100,787,235,516,0,0,20,16,0,0,0,0,9679,155,1731,0,0,0,846,6947,0,0,0,0,0
2/1/87,,,,,,,,,,,,,,,,,5521,4995,2969,1925,101,526,188,329,0,0,7,2,0,0,0,0,6662,172,2970,0,0,3,-194,3711,0,0,0,0,0
3/1/87,,,,,,,,,,,,,,,,,7582,6066,3771,2174,121,1516,243,1040,0,0,73,160,0,0,0,0,12212,444,4725,0,47,708,754,5534,0,0,0,0,0
4/1/87,,,,,,,,,,,,,,,,,10930,9737,7524,2080,133,1193,567,165,0,0,1,88,0,372,0,0,10926,185,3339,0,487,0,915,6000,0,0,0,0,0
5/1/87,,,,,,,,,,,,,,,,,6282,5814,4074,1638,102,468,134,323,0,0,7,4,0,0,0,0,10515,260,2818,0,14,45,606,6772,0,0,0,0,0
6/1/87,,,,,,,,,,,,,,,,,9978,7673,5184,2340,149,2305,246,312,0,0,7,205,1535,0,0,0,9131,290,3472,507,0,289,526,4047,0,0,0,0,0
7/1/87,,,,,,,,,,,,,,,,,9747,8902,6334,2429,139,845,322,500,0,0,22,1,0,0,0,0,11544,859,3037,0,0,33,1274,6341,0,0,0,0,0
8/1/87,,,,,,,,,,,,,,,,,7751,7176,4980,2062,134,575,146,307,0,0,95,0,27,0,0,0,8731,8,2842,0,151,199,574,4957,0,0,0,0,0
9/1/87,,,,,,,,,,,,,,,,,7807,6165,3498,2549,118,1642,452,547,0,0,493,128,0,22,0,0,9221,587,3090,0,13,0,693,4838,0,0,0,0,0
10/1/87,,,,,,,,,,,,,,,,,11475,8345,5840,2392,113,3130,658,357,0,0,308,253,1554,0,0,0,9778,300,2635,0,418,4,1124,5297,0,0,0,0,0
11/1/87,,,,,,,,,,,,,,,,,6649,5515,3437,1998,80,1134,310,371,0,0,94,354,0,5,0,0,10128,297,2954,0,189,740,717,5231,0,0,0,0,0
12/1/87,,,,,,,,,,,,,,,,,11395,8225,5246,2938,41,3170,2251,601,0,0,126,182,0,10,0,0,11380,747,3292,542,517,2393,-758,4647,0,0,0,0,0
1/1/88,,,,,,,,,,,,,,,,,9208,7685,6005,1590,90,1523,504,510,0,0,0,287,58,0,164,0,10725,326,3295,0,0,0,856,6248,0,0,0,0,0
2/1/88,,,,,,,,,,,,,,,,,7496,6083,3961,1990,132,1413,42,511,0,0,0,246,0,0,614,0,9123,321,3500,398,23,0,672,4209,0,0,0,0,0
3/1/88,,,,,,,,,,,,,,,,,7265,5971,3558,2263,150,1294,514,211,0,0,0,30,36,0,503,0,12284,643,5005,0,16,0,812,5808,0,0,0,0,0
4/1/88,,,,,,,,,,,,,,,,,12668,10671,8629,1890,152,1997,1085,704,0,0,0,124,0,0,84,0,9698,322,3852,0,50,77,188,5209,0,0,0,0,0
5/1/88,,,,,,,,,,,,,,,,,9373,7818,5659,2014,145,1555,507,697,0,0,0,97,0,0,254,0,10314,320,4190,0,135,165,453,5051,0,0,0,0,0
6/1/88,,,,,,,,,,,,,,,,,8323,6060,3808,2054,198,2263,670,402,0,0,0,166,50,0,975,0,11165,211,4169,0,219,1,456,6109,0,0,0,0,0
7/1/88,,,,,,,,,,,,,,,,,10011,8470,6344,1992,134,1541,486,528,0,0,0,99,0,0,428,0,9775,711,3496,0,178,0,468,4922,0,0,0,0,0
8/1/88,,,,,,,,,,,,,,,,,9184,7849,5644,2089,116,1335,671,522,0,0,0,57,0,0,85,0,12900,356,3884,0,41,523,712,7384,0,0,0,0,0
9/1/88,,,,,,,,,,,,,,,,,8153,5955,3645,2201,109,2198,1152,151,0,0,0,49,0,0,846,0,11338,400,3323,0,217,221,274,6903,0,0,0,0,0
10/1/88,,,,,,,,,,,,,,,,,10007,8276,6099,2017,160,1731,1104,150,0,0,0,41,0,0,436,0,10126,356,3533,0,160,193,375,5509,0,0,0,0,0
11/1/88,,,,,,,,,,,,,,,,,10736,7930,5524,2306,100,2806,1047,473,0,0,0,334,51,0,901,0,10751,356,2342,0,166,206,665,7016,0,0,0,0,0
12/1/88,,,,,,,,,,,,,,,,,10437,7584,4845,2608,131,2853,1429,463,0,0,0,245,0,0,716,0,17868,38,5276,598,827,437,-516,11208,0,0,0,0,0
1/1/89,,,,,,,,,,,,,,,,,11036,9564,7182,2243,139,1472,846,369,0,0,0,162,0,0,95,0,13384,458,4247,0,129,345,186,8019,0,0,0,0,1
2/1/89,,,,,,,,,,,,,,,,,8225,6827,4404,2281,142,1398,267,573,0,0,0,258,0,0,300,0,11855,319,3843,0,0,0,633,7060,0,0,0,0,0
3/1/89,,,,,,,,,,,,,,,,,8845,7510,4527,2839,144,1335,475,496,0,0,0,45,0,0,319,0,12526,449,4522,0,138,140,-89,7366,0,0,0,0,0
4/1/89,,,,,,,,,,,,,,,,,16873,13922,10623,3121,178,2951,1570,769,0,0,0,185,0,0,427,0,15600,844,4857,0,150,8,601,9140,0,0,0,0,0
5/1/89,,,,,,,,,,,,,,,,,11428,10588,7244,3103,241,840,479,229,0,0,0,25,0,0,107,0,13394,429,4683,0,417,510,122,7233,0,0,0,0,0
6/1/89,,,,,,,,,,,,,,,,,10831,8806,5237,3367,202,2025,1295,314,0,0,0,260,19,0,137,0,12074,441,2788,0,828,-507,512,8012,0,0,0,0,0
7/1/89,,,,,,,,,,,,,,,,,15033,12598,8720,3597,281,2435,1841,530,0,0,0,40,0,0,24,0,13991,465,4234,263,1365,319,413,6932,0,0,0,0,0
8/1/89,,,,,,,,,,,,,,,,,14987,11018,7226,3605,187,3969,665,509,0,0,0,117,2353,0,325,0,12457,432,4937,68,77,372,41,6530,0,0,0,0,0
9/1/89,,,,,,,,,,,,,,,,,13076,9029,4743,4114,172,4047,2470,482,0,0,0,116,470,0,509,0,11766,0,4071,0,666,415,-152,6766,0,0,0,0,0
10/1/89,,,,,,,,,,,,,,,,,15666,12264,8865,3221,178,3402,1919,375,0,0,0,73,0,0,1035,0,15471,467,5473,0,41,80,1079,8331,0,0,0,0,0
11/1/89,,,,,,,,,,,,,,,,,12200,10228,7305,2787,136,1972,1187,468,0,0,0,125,0,0,192,0,17250,443,5064,21,887,282,29,10524,0,0,0,0,0
12/1/89,,,,,,,,,,,,,,,,,14210,10108,5925,4097,86,4102,1176,0,0,0,0,295,1925,0,706,0,22210,487,5995,583,877,143,707,13418,0,0,0,0,0
1/1/90,,,,,,,,,,,,,,,,,15985,13575,10265,3153,157,2410,1534,681,0,0,112,13,0,70,0,0,20681,39,6506,0,297,491,2325,11023,0,0,0,0,0
2/1/90,,,,,,,,,,,,,,,,,10592,9230,5906,3164,160,1362,775,236,0,0,208,105,0,38,0,0,15082,1186,4073,65,83,0,-179,9854,0,0,0,0,0
3/1/90,,,,,,,,,,,,,,,,,12962,11400,6756,4471,173,1562,607,489,0,0,178,277,0,11,0,0,13638,593,4920,355,58,553,65,7094,0,0,0,0,0
4/1/90,,,,,,,,,,,,,,,,,19310,16765,13239,3366,160,2545,1277,505,0,0,469,277,0,17,0,0,15973,591,7708,0,917,414,231,6112,0,0,0,0,0
5/1/90,,,,,,,,,,,,,,,,,14316,12930,8993,3787,150,1386,536,418,0,0,207,219,0,6,0,0,19951,592,5447,20,998,85,210,12599,0,0,0,0,0
6/1/90,,,,,,,,,,,,,,,,,12720,10777,6272,4352,153,1943,806,764,0,0,128,243,0,2,0,0,19554,592,5696,520,5202,1065,-4757,11236,0,0,0,0,0
7/1/90,,,,,,,,,,,,,,,,,16647,14880,11132,3596,152,1767,1166,305,0,0,228,68,0,0,0,0,21785,592,5923,1,3696,52,312,11209,0,0,0,0,0
8/1/90,,,,,,,,,,,,,,,,,14397,12302,8299,3846,157,2095,928,348,0,0,771,42,0,6,0,0,18141,592,5911,-1,27,3,212,11397,0,0,0,0,0
9/1/90,,,,,,,,,,,,,,,,,13181,9613,5763,3707,143,3568,1505,295,0,0,877,40,373,478,0,0,15444,591,5167,42,512,13,299,8820,0,0,0,0,0
10/1/90,,,,,,,,,,,,,,,,,19648,15668,11721,3739,208,3980,1761,572,0,0,236,19,1391,1,0,0,21343,592,8187,266,191,102,267,11738,0,0,0,0,0
11/1/90,,,,,,,,,,,,,,,,,14605,13184,8928,4155,101,1421,661,573,0,0,155,9,0,23,0,0,17509,592,6469,9,160,593,-533,10219,0,0,0,0,0
12/1/90,,,,,,,,,,,,,,,,,16539,11376,6711,4612,53,5163,2658,540,0,0,616,1068,280,1,0,0,18995,1037,5107,886,1108,1043,-98,9912,0,0,0,0,0
1/1/91,18.7,0,0,950.41,635.57,0,0,0,28,0,26611.48,17795.96,1585.98,44407.44,97705.47888,62289650.878052495,23105,17580,12816,4642,122,5525,4269,717,0,0,461,45,0,33,0,0,18179,592,4640,0,164,-4,125,12662,0,0,0,0,0
2/1/91,20.2,0,0,1094.81,662.65,0,0,0,28,0,30654.68,18554.2,1757.46,49208.880000000005,110051.39092143672,62437046.12725619,12947,11800,5988,5673,139,1147,614,395,0,0,98,38,0,2,0,0,13780,592,4655,0,41,-23,192,8323,0,0,0,0,0
3/1/91,21.1,0,1243019.24,1076.87,742.13,18.29,31.98,49.73,28,325283,30152.36,20779.64,1819,50932,117526.13020037132,62571041.80835046,12394,11127,5924,5072,131,1267,540,592,0,0,82,31,0,22,0,0,13959,592,4062,0,164,111,466,8564,0,0,0,0,0
4/1/91,20.6,0,0,896.52,709.7,0,0,0,27.9261,0,25036.30717,19819.15317,1606.22,44855.460340000005,109726.66470467729,62691637.921335295,26293,22874,17489,5213,172,3419,2456,759,0,0,157,45,0,2,0,0,24393,592,11686,127,2579,607,-1990,10792,0,0,0,0,0
5/1/91,20.8,0,0,983.15,688.51,0,0,0,27.8186,0,27349.85659,19153.38429,1671.66,46503.24088,115504.2560437799,62798834.466210715,16943,14685,9806,4703,176,2258,663,589,0,0,42,718,143,103,0,0,21588,592,6844,109,282,37,80,13644,0,0,0,0,0
6/1/91,20.6,0,1276754.84,937.91,767.7,16.58,31.93,51.49,27.7955,341433,26069.67741,21338.60535,1705.61,47408.28276,116202.07925154283,62892631.44,12599,10730,6225,4376,129,1869,532,690,0,0,322,323,0,2,0,0,16883,592,5596,2,1205,115,-932,10305,0,0,0,0,0
7/1/91,19.9,0,0,1025.69,793.5,0,0,0,27.621,0,28330.58349,21917.2635,1819.19,50247.846990000005,117719.3092667841,62973028.851633266,23537,19547,12702,6680,165,3990,2951,833,0,0,156,39,0,11,0,0,26337,592,8243,283,145,62,2276,14736,0,0,0,0,0
8/1/91,21.2,0,0,967.43,741.2,0,0,0,27.1995,0,26313.61229,20160.2694,1708.63,46473.88169,109829.46048705323,63040026.692180395,16140,14599,9227,5240,132,1541,904,516,0,0,52,65,0,4,0,0,17512,722,4085,639,102,59,655,11250,0,0,0,0,0
9/1/91,20.9,0,1257010.37,988.48,764.46,14.7,33.82,51.48,26.9834,344791,26672.55123,20627.72996,1752.94,47300.28119,117242.23024616273,63093624.96461811,13929,11524,5919,5463,142,2405,1216,507,0,0,138,16,309,219,0,0,17565,669,3566,111,76,169,810,12164,0,0,0,0,0
10/1/91,19,0,0,1023.15,756.88,0,0,0,26.9946,0,27619.52499,20431.67285,1780.03,48051.19784,129655.02098898182,63133823.668946385,20536,18407,12564,5678,165,2129,1079,379,0,0,600,70,0,1,0,0,25316,1317,9185,14,972,361,1226,12241,0,0,0,0,0
11/1/91,17.3,0,0,1110.04,751.08,0,0,0,26.7366,0,29678.69546,20081.32553,1861.12,49760.02099,140477.89609850876,63160622.805165246,17299,14607,9238,5282,87,2692,1081,868,0,0,371,132,240,0,0,0,24778,1291,5465,163,1055,2753,-1371,15422,0,0,0,0,0
12/1/91,13.2,62854666,1462844.73,996.9,826.13,18.78,32.42,48.8,26.6683,411450,26585.62827,22031.48268,1823.03,48617.11095,141317.08291250948,63174022.37327467,25065,14795,8358,6369,68,10270,5741,369,0,0,1643,1550,967,0,0,0,26846,1638,6895,541,1181,149,31,16411,0,0,0,0,0
1/1/92,10.9,0,0,1037.69,662.37,0,0,0,26.5446,0,27545.06597,17582.3467,1700.06,45127.41267,136347.85270787403,63004203.309920534,24629,22121,15661,6286,174,2508,1574,650,0,0,125,159,0,0,0,0,25134,982,9730,11,386,0,205,13820,0,0,0,0,0
2/1/92,9.1,0,0,1032.51,714.9,0,0,0,26.158,0,27008.39658,18700.3542,1747.41,45708.75078,137765.52892577703,62965193.576897785,15953,13640,7731,5757,152,2313,1127,668,0,0,24,110,384,0,0,0,18752,983,7022,635,128,57,-218,10145,0,0,0,0,0
3/1/92,8.7,0,1244652.42,1164.81,898.46,18.11,32.58,49.3,25.8102,362800,30063.97906,23189.43229,2063.27,53253.41135,128415.55034078597,62929730.183240734,20930,16018,7975,7872,171,4912,1810,676,0,0,0,104,0,2322,0,0,12600,983,5781,238,282,-8296,320,13292,0,0,0,0,0
4/1/92,8.4,0,0,1196.81,666.45,0,0,0,25.6672,0,30718.76163,17105.90544,1863.26,47824.66707,120089.56207426838,62897813.12894941,26630,25189,19322,5724,143,1441,920,322,0,0,141,58,0,0,0,0,21690,993,7707,37,511,172,278,11992,0,0,0,0,0
5/1/92,8.9,0,0,1186.29,811.71,0,0,0,26.1496,0,31021.00898,21225.89182,1998,52246.9008,124258.70112222571,62869442.41402376,15539,12914,7625,5153,136,2625,1060,701,0,0,260,262,339,3,0,0,21277,1406,4708,334,399,50,925,13455,0,0,0,0,0
6/1/92,8.8,0,1262124.78,1088.95,835.57,16.14,31.87,51.99,26.1205,368201,28443.91848,21825.50619,1924.52,50269.42467,122945.23534464304,62844618.03846383,18116,15642,9624,5934,84,2474,1673,367,0,0,366,68,0,0,0,0,18451,2744,5769,358,106,-1904,-428,11806,0,0,0,0,0
7/1/92,9,0,0,1166.41,851.13,0,0,0,25.2616,0,29465.38286,21500.90561,2017.54,50966.28847,123516.41475405986,62823340.00226961,23079,20034,14245,5632,157,3045,1660,683,0,0,102,600,0,0,0,0,24871,1445,8890,675,164,10,40,13647,0,0,0,0,0
